cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end JMP 68 __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end 
cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
cmpavr1.o 0x0068: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end EOR R1, R1 SREG=[------Z-] 
cmpavr1.o 0x006a: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x1 OUT 0x3f, R1 
cmpavr1.o 0x006c: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x2 LDI R28, 0xff 
cmpavr1.o 0x006e: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x3 LDI R29, 0x08 
cmpavr1.o 0x0070: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x4 OUT 0x3e, R29 SP=0x800 
cmpavr1.o 0x0072: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x5 OUT 0x3d, R28 SP=0x8ff 
cmpavr1.o 0x0074: __do_copy_data                 LDI R17, 0x01 
cmpavr1.o 0x00f2: platform_main_end+0x24         ADIW R28, 17 SREG=[--------] 
cmpavr1.o 0x00f2: platform_main_end+0x24         CPU-waitstate
cmpavr1.o 0x00f4: platform_main_end+0x25         IN R0, 0x3f 
cmpavr1.o 0x00f6: platform_main_end+0x26         CLI SREG=[--------] 
cmpavr1.o 0x00f8: platform_main_end+0x27         OUT 0x3e, R29 SP=0x8e6 
cmpavr1.o 0x00fa: platform_main_end+0x28         OUT 0x3f, R0 
cmpavr1.o 0x00fc: platform_main_end+0x29         OUT 0x3d, R28 SP=0x8f7 
cmpavr1.o 0x00fe: platform_main_end+0x2a         POP R29 SP=0x8f8 0x8 
cmpavr1.o 0x00fe: platform_main_end+0x2a         CPU-waitstate
cmpavr1.o 0x0100: platform_main_end+0x2b         POP R28 SP=0x8f9 0xff 
cmpavr1.o 0x0100: platform_main_end+0x2b         CPU-waitstate
cmpavr1.o 0x0102: platform_main_end+0x2c         POP R17 SP=0x8fa 0x1 
cmpavr1.o 0x0102: platform_main_end+0x2c         CPU-waitstate
cmpavr1.o 0x0104: platform_main_end+0x2d         POP R16 SP=0x8fb 0x0 
cmpavr1.o 0x0104: platform_main_end+0x2d         CPU-waitstate
cmpavr1.o 0x0106: platform_main_end+0x2e         RET SP=0x8fc 0x0 SP=0x8fd 0xb5 
cmpavr1.o 0x0106: platform_main_end+0x2e         CPU-waitstate
cmpavr1.o 0x0106: platform_main_end+0x2e         CPU-waitstate
cmpavr1.o 0x0106: platform_main_end+0x2e         CPU-waitstate
cmpavr1.o 0x016a: main+0x31                      LDI R24, 0x00 
cmpavr1.o 0x016c: main+0x32                      LDI R25, 0x00 
cmpavr1.o 0x016e: main+0x33                      RET SP=0x8fe 0x0 SP=0x8ff 0x47 
cmpavr1.o 0x016e: main+0x33                      CPU-waitstate
cmpavr1.o 0x016e: main+0x33                      CPU-waitstate
cmpavr1.o 0x016e: main+0x33                      CPU-waitstate
cmpavr1.o 0x008e: __do_copy_data+0xd             JMP 1da exit,_exit                     
cmpavr1.o 0x008e: __do_copy_data+0xd             CPU-waitstate
cmpavr1.o 0x008e: __do_copy_data+0xd             CPU-waitstate
cmpavr1.o 0x01da: exit,_exit                     CLI SREG=[--------] 
cmpavr1.o 0x01dc: __stop_program                 
